Player_Name,Team,Opponent,Year,Week,Home_Away,Snap_Count,Snap_Share_Pct,Rush_ATT,Rush_YDS,Rush_Y_per_Att,Rush_TD,Rec_TGT,Rec_REC,Rec_YDS,Rec_Y_per_Rec,Rec_TD,Fantasy_Pts_HalfPPR,RB_Def_Rank,Avg_Fantasy_Pts_Allowed_RB
Jaylen Warren,Steelers,Browns,2023,2,Home,23,43,6,20,3.3,0,6,4,66,16.5,0,10.6,18,8.8
Jaylen Warren,Steelers,Raiders,2023,3,Away,28,45,8,29,3.6,0,4,3,23,7.7,0,6.7,22,11.8
Jaylen Warren,Steelers,Texans,2023,4,Away,29,49,8,29,3.6,0,6,6,26,4.3,0,8.5,26,11.85
Jaylen Warren,Steelers,Ravens,2023,5,Home,32,49,9,40,4.4,0,3,3,39,13,0,9.4,18,9.8
Jaylen Warren,Steelers,Rams,2023,7,Away,27,46,6,32,5.3,1,2,1,-1,-1,0,9.6,12,8.58
Jaylen Warren,Steelers,Jaguars,2023,8,Home,33,49,5,19,3.8,0,5,4,19,4.8,0,5.8,13,8.98
Jaylen Warren,Steelers,Titans,2023,9,Home,26,40,11,88,8,0,3,3,25,8.3,0,12.8,19,10.29
Jaylen Warren,Steelers,Packers,2023,10,Home,33,51,15,101,6.7,1,4,2,9,4.5,0,18,14,9.34
Jaylen Warren,Steelers,Browns,2023,11,Away,26,45,9,129,14.3,1,3,3,16,5.3,0,22,1,5.81
Jaylen Warren,Steelers,Bengals,2023,12,Away,34,48,13,49,3.8,0,3,3,13,4.3,0,5.7,15,9.47
Jaylen Warren,Steelers,Cardinals,2023,13,Home,26,43,9,59,6.6,0,3,1,-4,-4,0,6,25,14.54
Jaylen Warren,Steelers,Patriots,2023,14,Home,37,53,7,11,1.6,0,5,4,29,7.3,0,6,6,7.74
Jaylen Warren,Steelers,Colts,2023,15,Away,40,69,10,40,4,0,6,5,28,5.6,0,9.3,28,12.22
Jaylen Warren,Steelers,Bengals,2023,16,Home,34,58,8,24,3,0,6,5,30,6,0,7.9,21,10.01
Jaylen Warren,Steelers,Seahawks,2023,17,Away,39,54,13,75,5.8,1,4,4,23,5.8,0,17.8,19,9.69
Jaylen Warren,Steelers,Ravens,2023,18,Away,27,44,9,33,3.7,0,5,5,17,3.4,0,5.5,15,9.42
Jaylen Warren,Steelers,Falcons,2024,1,Away,21,31,2,7,3.5,0,2,2,13,6.5,0,3,,
Jaylen Warren,Steelers,Broncos,2024,2,Away,32,48,9,42,4.7,0,2,2,19,9.5,0,7.1,24,14.5
Jaylen Warren,Steelers,Chargers,2024,3,Home,23,34,3,5,1.7,0,1,1,-4,-4,0,0.6,8,7.85
Jaylen Warren,Steelers,Raiders,2024,6,Away,25,37,6,7,1.2,0,3,3,11,3.7,0,3.3,20,11.6
Jaylen Warren,Steelers,Jets,2024,7,Home,35,51,12,44,3.7,0,3,2,15,7.5,0,6.9,6,7.93
Jaylen Warren,Steelers,Giants,2024,8,Home,26,39,9,46,5.1,0,3,2,13,6.5,0,6.9,13,9.57
Jaylen Warren,Steelers,Commanders,2024,10,Away,35,45,14,66,4.7,0,2,2,29,14.5,0,8.5,13,10.12
Jaylen Warren,Steelers,Ravens,2024,11,Home,26,33,9,41,4.6,0,4,4,27,6.8,0,8.8,11,9.75
Jaylen Warren,Steelers,Browns,2024,12,Away,39,57,11,45,4.1,1,4,3,19,6.3,0,13.9,5,8.36
Jaylen Warren,Steelers,Bengals,2024,13,Away,25,36,3,9,3,0,4,4,55,13.8,0,8.4,12,9.59
Jaylen Warren,Steelers,Browns,2024,14,Home,34,52,9,47,5.2,0,5,2,25,12.5,0,8.2,6,8.57
Jaylen Warren,Steelers,Eagles,2024,15,Away,23,53,4,12,3,0,2,1,3,3,0,2,3,8.36
Jaylen Warren,Steelers,Ravens,2024,16,Away,40,67,12,48,4,0,5,5,44,8.8,0,11.7,12,9.84
Jaylen Warren,Steelers,Chiefs,2024,17,Home,40,53,11,71,6.5,0,6,5,41,8.2,0,13.7,1,7.07
Jaylen Warren,Steelers,Bengals,2024,18,Home,23,38,6,21,3.5,0,1,0,0,0,0,2.1,18,10.66
Jaylen Warren,Steelers,Jets,2025,1,Away,25,45,11,37,3.4,0,2,2,22,11,1,12.9,,
Jaylen Warren,Steelers,Seahawks,2025,2,Home,36,58,14,48,3.4,0,4,4,86,21.5,0,15.4,21,11.45
Jaylen Warren,Steelers,Patriots,2025,3,Away,43,80,18,47,2.6,0,6,5,34,6.8,0,10.6,25,11.83
Jaylen Warren,Steelers,Browns,2025,6,Home,31,53,11,52,4.7,0,2,2,11,5.5,0,7.3,2,7.36
Jaylen Warren,Steelers,Bengals,2025,7,Away,37,65,16,127,7.9,0,5,4,31,7.8,0,17.8,30,15.04
Jaylen Warren,Steelers,Packers,2025,8,Home,39,62,13,62,4.8,0,3,2,11,5.5,0,8.3,6,7.8
Jaylen Warren,Steelers,Colts,2025,9,Home,35,56,16,31,1.9,2,2,2,-2,-1,0,15.9,2,7.63
Jaylen Warren,Steelers,Chargers,2025,10,Away,24,46,14,70,5,0,2,2,21,10.5,0,10.1,15,9.4
Jaylen Warren,Steelers,Bengals,2025,11,Home,18,28,10,62,6.2,0,2,2,5,2.5,0,7.7,30,15.89
Jaylen Warren,Steelers,Bears,2025,12,Away,36,50,18,68,3.8,1,0,0,0,0,0,12.8,18,10.41
Jaylen Wright,Dolphins,Bills,2024,2,Home,18,24,5,4,0.8,0,0,0,0,0,0,0.4,29,17.8
Jaylen Wright,Dolphins,Seahawks,2024,3,Away,13,21,2,17,8.5,0,0,0,0,0,0,1.7,6,7.37
Jaylen Wright,Dolphins,Titans,2024,4,Home,28,47,9,32,3.6,0,1,0,0,0,0,3.2,25,13.06
Jaylen Wright,Dolphins,Patriots,2024,5,Away,25,32,13,86,6.6,0,0,0,0,0,0,8.6,16,11.66
Jaylen Wright,Dolphins,Colts,2024,7,Away,6,9,5,33,6.6,0,0,0,0,0,0,3.3,27,13.91
Jaylen Wright,Dolphins,Cardinals,2024,8,Home,3,5,2,18,9,0,0,0,0,0,0,1.8,22,11.4
Jaylen Wright,Dolphins,Bills,2024,9,Away,9,15,6,18,3,0,0,0,0,0,0,1.8,30,13.86
Jaylen Wright,Dolphins,Rams,2024,10,Away,9,17,5,3,0.6,0,0,0,0,0,0,0.3,18,11.18
Jaylen Wright,Dolphins,Raiders,2024,11,Home,18,26,5,4,0.8,0,1,1,2,2,0,1.1,25,11.99
Jaylen Wright,Dolphins,Patriots,2024,12,Home,13,19,7,28,4,0,1,0,0,0,0,0.8,18,11.07
Jaylen Wright,Dolphins,Packers,2024,13,Away,1,1,0,0,0,0,0,0,0,0,0,0,17,10.63
Jaylen Wright,Dolphins,Jets,2024,14,Home,14,19,2,7,3.5,0,3,2,6,3,0,2.3,7,9.2
Jaylen Wright,Dolphins,Texans,2024,15,Away,3,4,1,3,3,0,0,0,0,0,0,0.3,8,9.15
Jaylen Wright,Dolphins,Browns,2024,17,Away,2,3,0,0,0,0,0,0,0,0,0,0,5,8.39
Jaylen Wright,Dolphins,Jets,2024,18,Away,9,13,6,-4,-0.7,0,0,0,0,0,0,-0.4,13,9.54
Jeff Wilson Jr.,Dolphins,Eagles,2023,7,Away,7,14,0,0,0,0,1,1,4,4,0,0.9,6,7.85
Jeff Wilson Jr.,Dolphins,Patriots,2023,8,Home,19,25,5,23,4.6,0,2,2,14,7,0,4.7,10,8.62
Jeff Wilson Jr.,Dolphins,Chiefs,2023,9,Away,11,17,2,6,3,0,4,3,32,10.7,0,5.3,2,6.91
Jeff Wilson Jr.,Dolphins,Jets,2023,12,Away,23,33,11,56,5.1,0,3,3,17,5.7,0,8.8,23,10.49
Jeff Wilson Jr.,Dolphins,Commanders,2023,13,Away,5,8,4,11,2.8,0,0,0,0,0,0,1.1,,
Jeff Wilson Jr.,Dolphins,Jets,2023,15,Home,8,13,2,5,2.5,0,2,1,1,1,0,1.1,19,9.76
Jeff Wilson Jr.,Dolphins,Cowboys,2023,16,Home,15,23,5,21,4.2,0,1,1,4,4,0,3,7,8.07
Jeff Wilson Jr.,Dolphins,Ravens,2023,17,Away,34,49,3,21,7,0,4,3,13,4.3,0,4.9,16,9.39
Jeff Wilson Jr.,Dolphins,Bills,2023,18,Home,25,48,9,45,5,0,0,0,0,0,0,4.5,21,10.33
Jeff Wilson Jr.,Dolphins,Jaguars,2024,1,Home,11,15,5,26,5.2,0,0,0,0,0,0,2.6,,
Jeff Wilson Jr.,Dolphins,Bills,2024,2,Home,11,14,0,0,0,0,2,2,12,6,0,2.2,29,17.8
Jeff Wilson Jr.,Dolphins,Seahawks,2024,3,Away,14,23,3,14,4.7,0,0,0,0,0,0,1.4,6,7.37
Jeff Wilson Jr.,Dolphins,Jets,2024,14,Home,0,0,1,4,4,0,1,1,7,7,0,1.6,7,9.2
Jeff Wilson Jr.,Dolphins,49ers,2024,16,Home,0,0,2,12,6,0,0,0,0,0,0,1.2,27,11.91
Jeff Wilson Jr.,Dolphins,Browns,2024,17,Away,0,0,3,5,1.7,0,0,0,0,0,0,0.5,5,8.39
Jeff Wilson Jr.,Dolphins,Jets,2024,18,Away,0,0,2,-4,-2,0,0,0,0,0,0,-0.4,13,9.54
Jeremy McNichols,Commanders,Giants,2024,2,Home,1,1,0,0,0,0,0,0,0,0,0,0,8,7.9
Jeremy McNichols,Commanders,Bengals,2024,3,Away,8,14,1,1,1,0,0,0,0,0,0,0.1,31,16.85
Jeremy McNichols,Commanders,Cardinals,2024,4,Away,27,38,8,68,8.5,2,1,1,6,6,0,19.9,31,15.25
Jeremy McNichols,Commanders,Browns,2024,5,Home,15,22,7,44,6.3,1,0,0,0,0,0,10.4,1,7.23
Jeremy McNichols,Commanders,Ravens,2024,6,Away,22,37,2,9,4.5,0,0,0,0,0,0,0.9,7,8.46
Jeremy McNichols,Commanders,Panthers,2024,7,Home,17,25,7,42,6,0,0,0,0,0,0,4.2,29,14.28
Jeremy McNichols,Commanders,Bears,2024,8,Home,5,7,1,-1,-1,0,0,0,0,0,0,-0.1,18,10.39
Jeremy McNichols,Commanders,Giants,2024,9,Away,24,39,8,20,2.5,0,1,0,0,0,0,2,9,9.72
Jeremy McNichols,Commanders,Steelers,2024,10,Home,19,30,4,7,1.8,1,0,0,0,0,0,6.7,9,9.32
Jeremy McNichols,Commanders,Eagles,2024,11,Away,11,17,3,5,1.7,0,1,1,1,1,0,1.1,3,7.33
Jeremy McNichols,Commanders,Cowboys,2024,12,Home,17,24,3,22,7.3,0,0,0,0,0,0,2.2,25,12.71
Jeremy McNichols,Commanders,Titans,2024,13,Home,21,25,6,32,5.3,0,0,0,0,0,0,3.2,7,9.16
Jeremy McNichols,Commanders,Saints,2024,15,Away,22,28,2,4,2,0,2,1,0,0,0,0.9,31,13.18
Jeremy McNichols,Commanders,Eagles,2024,16,Home,19,28,2,3,1.5,0,4,4,15,3.8,0,5.8,3,8.08
Jeremy McNichols,Commanders,Falcons,2024,17,Home,22,27,1,5,5,0,3,2,5,2.5,0,2,10,9.33
Jeremy McNichols,Commanders,Cowboys,2024,18,Away,1,2,0,0,0,0,0,0,0,0,0,0,31,12.64
Jeremy McNichols,Commanders,Giants,2025,1,Home,13,19,4,25,6.3,0,0,0,0,0,0,2.5,,
Jeremy McNichols,Commanders,Packers,2025,2,Away,16,23,0,0,0,0,0,0,0,0,0,0,12,8.15
Jeremy McNichols,Commanders,Raiders,2025,3,Home,15,26,4,78,19.5,1,0,0,0,0,0,13.8,2,4.93
Jeremy McNichols,Commanders,Falcons,2025,4,Away,19,33,2,3,1.5,0,2,1,0,0,0,0.8,7,7.7
Jeremy McNichols,Commanders,Chargers,2025,5,Away,15,25,1,6,6,0,2,1,12,12,0,2.3,1,6.57
Jeremy McNichols,Commanders,Bears,2025,6,Home,21,32,2,5,2.5,0,4,3,30,10,0,5,30,14.53
Jeremy McNichols,Commanders,Cowboys,2025,7,Away,24,36,2,22,11,0,3,2,23,11.5,0,5.5,28,13.97
Jeremy McNichols,Commanders,Chiefs,2025,8,Away,23,43,1,4,4,0,6,5,64,12.8,0,9.3,10,10.36
Jeremy McNichols,Commanders,Seahawks,2025,9,Home,17,26,1,0,0,0,0,0,0,0,0,0,11,9.36
Jeremy McNichols,Commanders,Lions,2025,10,Home,17,31,5,25,5,0,1,1,4,4,0,3.4,4,7.83
Jeremy McNichols,Commanders,Dolphins,2025,11,Away,17,25,4,13,3.3,0,2,2,16,8,0,3.9,17,10.71
Jerick McKinnon,Chiefs,Lions,2023,1,Home,20,31,0,0,0,0,2,1,10,10,0,1.5,,
Jerick McKinnon,Chiefs,Jaguars,2023,2,Away,22,33,1,-2,-2,0,3,3,24,8,0,3.7,,
Jerick McKinnon,Chiefs,Bears,2023,3,Home,22,29,2,9,4.5,0,3,3,19,6.3,2,16.3,28,16.37
Jerick McKinnon,Chiefs,Jets,2023,4,Away,22,31,3,7,2.3,0,1,0,0,0,0,0.7,14,8.5
Jerick McKinnon,Chiefs,Vikings,2023,5,Away,18,27,1,7,7,0,3,2,18,9,0,3.5,13,8.94
Jerick McKinnon,Chiefs,Broncos,2023,6,Home,19,27,0,0,0,0,5,3,20,6.7,0,3.5,30,19.76
Jerick McKinnon,Chiefs,Chargers,2023,7,Home,25,37,2,2,1,0,2,2,24,12,0,3.6,20,10.62
Jerick McKinnon,Chiefs,Broncos,2023,8,Away,25,41,2,-2,-1,0,2,1,10,10,0,1.3,31,16.29
Jerick McKinnon,Chiefs,Dolphins,2023,9,Home,15,25,1,2,2,0,2,2,22,11,1,9.4,11,8.65
Jerick McKinnon,Chiefs,Eagles,2023,11,Home,24,30,1,7,7,0,3,2,8,4,0,2.5,5,7.16
Jerick McKinnon,Chiefs,Bills,2023,14,Home,30,45,4,19,4.8,1,3,3,18,6,0,11.2,25,11.26
Jerick McKinnon,Chiefs,Patriots,2023,15,Away,22,34,4,11,2.8,0,3,3,19,6.3,1,14.7,5,7.6
Jerome Ford,Browns,Bengals,2023,1,Home,30,41,15,36,2.4,0,0,0,0,0,0,1.6,,
Jerome Ford,Browns,Steelers,2023,2,Away,43,49,16,106,6.6,0,4,3,25,8.3,1,22.6,24,12.2
Jerome Ford,Browns,Titans,2023,3,Home,40,56,10,18,1.8,1,3,2,33,16.5,1,18.1,2,5.05
Jerome Ford,Browns,Ravens,2023,4,Home,43,62,9,26,2.9,0,6,5,19,3.8,0,7,21,10.5
Jerome Ford,Browns,49ers,2023,6,Home,38,50,17,84,4.9,0,2,2,7,3.5,0,10.1,11,8.47
Jerome Ford,Browns,Colts,2023,7,Away,32,43,11,74,6.7,1,4,2,20,10,0,16.4,19,10.47
Jerome Ford,Browns,Seahawks,2023,8,Away,26,33,9,37,4.1,0,2,1,2,2,0,4.4,15,9.33
Jerome Ford,Browns,Cardinals,2023,9,Home,47,64,20,44,2.2,0,7,5,33,6.6,0,10.2,28,16.23
Jerome Ford,Browns,Ravens,2023,10,Away,50,64,17,107,6.3,0,1,1,2,2,0,11.4,11,8.97
Jerome Ford,Browns,Steelers,2023,11,Home,37,49,12,31,2.6,1,5,2,8,4,0,10.9,21,10.84
Jerome Ford,Browns,Broncos,2023,12,Away,51,70,9,65,7.2,0,7,4,14,3.5,0,9.9,32,13.83
Jerome Ford,Browns,Rams,2023,13,Away,36,51,9,19,2.1,0,3,3,33,11,1,12.7,11,8.43
Jerome Ford,Browns,Jaguars,2023,14,Home,43,57,12,51,4.3,0,6,5,31,6.2,0,10.7,15,9.35
Jerome Ford,Browns,Bears,2023,15,Home,35,51,8,20,2.5,0,5,4,11,2.8,0,5.1,20,10.11
Jerome Ford,Browns,Texans,2023,16,Away,35,43,15,25,1.7,1,2,1,-2,-2,0,8.8,18,9.55
Jerome Ford,Browns,Jets,2023,17,Home,24,40,12,64,5.3,0,3,2,57,28.5,2,25.1,18,9.6
Jerome Ford,Browns,Bengals,2023,18,Away,19,36,3,6,2,0,3,2,26,13,0,4.2,24,10.66
Jerome Ford,Browns,Cowboys,2024,1,Home,57,75,12,44,3.7,1,7,6,25,4.2,0,15.9,,
Jerome Ford,Browns,Jaguars,2024,2,Away,32,44,7,64,9.1,0,2,1,0,0,0,6.9,7,7.73
Jerome Ford,Browns,Giants,2024,3,Home,53,79,10,37,3.7,0,4,3,33,11,0,8.5,14,9.56
Jerome Ford,Browns,Raiders,2024,4,Away,46,78,10,58,5.8,0,7,7,27,3.9,0,12,21,11.49
Jerome Ford,Browns,Commanders,2024,5,Away,36,58,9,47,5.2,0,3,3,2,0.7,0,6.4,24,14.44
Jerome Ford,Browns,Eagles,2024,6,Away,4,7,2,14,7,0,0,0,0,0,0,1.4,16,10.2
Jerome Ford,Browns,Chargers,2024,9,Home,36,46,2,5,2.5,0,3,1,2,2,0,1.2,2,7.57
Jerome Ford,Browns,Saints,2024,11,Away,41,56,5,10,2,0,4,4,29,7.3,0,5.9,27,13.7
Jerome Ford,Browns,Steelers,2024,12,Home,20,34,4,19,4.8,0,1,1,8,8,0,3.2,8,9.09
Jerome Ford,Browns,Broncos,2024,13,Away,57,66,9,41,4.6,0,1,1,21,21,0,6.7,13,10.08
Jerome Ford,Browns,Steelers,2024,14,Away,40,56,10,28,2.8,0,4,3,19,6.3,0,6.2,10,9.6
Jerome Ford,Browns,Chiefs,2024,15,Home,36,58,7,84,12,1,2,2,20,10,0,17.4,1,7.12
Jerome Ford,Browns,Bengals,2024,16,Away,53,80,11,92,8.4,1,5,5,39,7.8,0,21.6,21,10.88
Jerome Ford,Browns,Dolphins,2024,17,Home,15,19,6,22,3.7,0,0,0,0,0,0,2.2,12,9.78
Jerome Ford,Browns,Bengals,2025,1,Home,41,54,6,8,1.3,0,1,1,-3,-3,0,1,,
Jerome Ford,Browns,Ravens,2025,2,Away,35,48,6,31,5.2,0,6,5,23,4.6,0,7.9,15,10.55
Jerome Ford,Browns,Packers,2025,3,Home,24,36,0,0,0,0,4,4,10,2.5,0,3,8,8.15
Jerome Ford,Browns,Lions,2025,4,Away,18,27,1,-1,-1,0,2,1,4,4,0,0.8,17,9.24
Jerome Ford,Browns,Vikings,2025,5,Home,26,37,5,18,3.6,0,2,2,20,10,0,4.8,18,12.22
Jerome Ford,Browns,Steelers,2025,6,Away,33,40,2,17,8.5,0,6,5,13,2.6,0,5.5,5,8.21
Jerome Ford,Browns,Dolphins,2025,7,Home,13,23,1,0,0,0,2,2,10,5,0,2,26,12.92
Jerome Ford,Browns,Patriots,2025,8,Away,13,24,0,0,0,0,2,1,-1,-1,0,0.4,8,8.37
Jerome Ford,Browns,Jets,2025,10,Away,14,19,1,1,1,0,1,0,0,0,0,0.1,14,9.34
Jerome Ford,Browns,Ravens,2025,11,Home,17,31,1,2,2,0,0,0,0,0,0,0.2,22,11.25
Jerome Ford,Browns,Raiders,2025,12,Away,8,16,1,-3,-3,0,0,0,0,0,0,-0.3,10,8.92
Joe Mixon,Bengals,Browns,2023,1,Away,35,63,13,56,4.3,0,5,3,17,5.7,0,8.8,,
Joe Mixon,Bengals,Ravens,2023,2,Home,47,78,13,59,4.5,0,5,4,36,9,0,11.5,4,4.5
Joe Mixon,Bengals,Rams,2023,3,Home,58,75,19,65,3.4,1,2,1,5,5,0,13.5,17,9.9
Joe Mixon,Bengals,Titans,2023,4,Away,42,79,14,67,4.8,0,1,1,9,9,0,8.1,18,9.4
Joe Mixon,Bengals,Cardinals,2023,5,Away,63,77,25,81,3.2,0,4,4,13,3.3,0,11.4,27,19.46
Joe Mixon,Bengals,Seahawks,2023,6,Home,38,70,12,38,3.2,0,4,3,24,8,0,7.7,19,9.51
Joe Mixon,Bengals,49ers,2023,8,Away,47,75,16,87,5.4,1,3,3,23,7.7,0,18.5,11,8.75
Joe Mixon,Bengals,Bills,2023,9,Home,51,73,14,37,2.6,1,6,5,31,6.2,0,15.3,25,11.89
Joe Mixon,Bengals,Texans,2023,10,Home,47,73,11,46,4.2,1,3,2,-1,-0.5,0,11.5,20,11.08
Joe Mixon,Bengals,Ravens,2023,11,Away,39,64,16,69,4.3,0,5,5,31,6.2,1,18.5,11,9.14
Joe Mixon,Bengals,Steelers,2023,12,Home,28,65,8,16,2,0,2,2,44,22,0,7,24,10.53
Joe Mixon,Bengals,Jaguars,2023,13,Away,52,71,19,68,3.6,2,7,6,49,8.2,0,26.7,12,8.44
Joe Mixon,Bengals,Colts,2023,14,Home,38,63,21,79,3.8,1,4,3,46,15.3,0,20,27,11.88
Joe Mixon,Bengals,Vikings,2023,15,Home,49,70,10,47,4.7,1,3,3,14,4.7,0,13.6,10,8.23
Joe Mixon,Bengals,Steelers,2023,16,Away,38,59,11,43,3.9,0,4,2,7,3.5,0,8,26,11.4
Joe Mixon,Bengals,Chiefs,2023,17,Away,45,61,21,65,3.1,0,4,4,22,5.5,1,16.7,6,8.04
Joe Mixon,Bengals,Browns,2023,18,Home,35,55,14,111,7.9,1,2,1,6,6,1,24.2,3,7.48
Joe Mixon,Texans,Colts,2024,1,Away,57,72,30,159,5.3,1,3,3,19,6.3,0,25.3,,
Joe Mixon,Texans,Bears,2024,2,Home,29,47,9,25,2.8,0,5,3,25,8.3,0,6.5,15,11.05
Joe Mixon,Texans,Patriots,2024,6,Away,28,42,13,102,7.8,1,3,2,30,15,1,26.2,17,10.73
Joe Mixon,Texans,Packers,2024,7,Away,42,66,25,115,4.6,2,3,2,9,4.5,0,25.4,19,10.48
Joe Mixon,Texans,Colts,2024,8,Home,54,76,25,102,4.1,1,6,4,32,8,0,21.4,21,11.34
Joe Mixon,Texans,Jets,2024,9,Away,44,56,24,106,4.4,1,0,0,0,0,0,16.6,5,8.86
Joe Mixon,Texans,Lions,2024,10,Home,52,76,25,46,1.8,1,4,2,44,22,0,16,8,9.22
Joe Mixon,Texans,Cowboys,2024,11,Away,52,81,20,109,5.5,3,4,2,44,22,0,34.3,22,11.44
Joe Mixon,Texans,Titans,2024,12,Home,43,77,14,22,1.6,0,6,5,23,4.6,0,7,9,9.28
Joe Mixon,Texans,Jaguars,2024,13,Away,47,75,20,101,5.1,1,6,4,18,4.5,0,19.9,26,12.11
Joe Mixon,Texans,Dolphins,2024,15,Home,32,64,12,23,1.9,0,6,5,33,6.6,0,8.1,18,10.44
Joe Mixon,Texans,Chiefs,2024,16,Away,39,66,14,57,4.1,0,2,1,14,14,0,7.6,1,7.34
Joe Mixon,Texans,Ravens,2024,17,Home,27,48,9,26,2.9,0,3,2,13,6.5,0,4.9,13,9.92
Joe Mixon,Texans,Titans,2024,18,Away,11,18,5,23,4.6,0,1,1,5,5,0,3.3,20,10.99
Jonathan Taylor,Colts,Titans,2023,5,Home,10,15,6,18,3,0,1,1,16,16,0,3.9,14,9.08
Jonathan Taylor,Colts,Jaguars,2023,6,Away,33,42,8,19,2.4,0,6,5,46,9.2,0,9,7,6.45
Jonathan Taylor,Colts,Browns,2023,7,Home,35,50,18,75,4.2,1,4,3,45,15,0,19.5,2,5.67
Jonathan Taylor,Colts,Saints,2023,8,Home,43,61,12,95,7.9,0,2,1,2,2,0,10.2,5,6.94
Jonathan Taylor,Colts,Panthers,2023,9,Away,45,74,18,47,2.6,0,5,5,22,4.4,1,15.4,27,13.81
Jonathan Taylor,Colts,Patriots,2023,10,Away,50,88,23,69,3,1,1,1,6,6,0,14,6,7.96
Jonathan Taylor,Colts,Buccaneers,2023,12,Home,42,58,15,91,6.1,2,0,0,0,0,0,21.1,2,6.56
Jonathan Taylor,Colts,Falcons,2023,16,Away,42,59,18,43,2.4,1,1,0,0,0,0,10.3,11,8.44
Jonathan Taylor,Colts,Raiders,2023,17,Home,35,63,21,96,4.6,1,1,1,8,8,0,16.9,23,10.31
Jonathan Taylor,Colts,Texans,2023,18,Home,51,77,30,188,6.3,1,2,2,8,4,0,26.6,12,9.1
Jonathan Taylor,Colts,Texans,2024,1,Home,43,96,16,48,3,1,0,0,0,0,0,10.8,,
Jonathan Taylor,Colts,Packers,2024,2,Away,29,52,12,103,8.6,0,4,2,32,16,0,14.5,32,32.2
Jonathan Taylor,Colts,Bears,2024,3,Home,49,88,23,110,4.8,2,2,1,25,25,0,26,9,7.98
Jonathan Taylor,Colts,Steelers,2024,4,Home,48,73,21,88,4.2,1,4,3,20,6.7,0,18.3,2,6.2
Jonathan Taylor,Colts,Texans,2024,8,Away,52,81,20,105,5.3,1,1,1,12,12,0,18.2,10,9.05
Jonathan Taylor,Colts,Vikings,2024,9,Away,39,72,13,48,3.7,0,5,3,11,3.7,0,7.4,12,9.86
Jonathan Taylor,Colts,Bills,2024,10,Home,53,83,21,114,5.4,0,4,2,8,4,0,13.2,28,13.89
Jonathan Taylor,Colts,Jets,2024,11,Away,63,90,24,57,2.4,0,2,1,3,3,0,6.5,7,9.44
Jonathan Taylor,Colts,Lions,2024,12,Home,53,96,11,35,3.2,0,0,0,0,0,0,3.5,6,8.81
Jonathan Taylor,Colts,Patriots,2024,13,Away,55,89,25,96,3.8,0,1,1,7,7,1,16.8,23,10.97
Jonathan Taylor,Colts,Broncos,2024,15,Away,52,68,22,107,4.9,0,2,1,4,4,0,9.6,13,10
Jonathan Taylor,Colts,Titans,2024,16,Home,47,76,29,218,7.5,3,0,0,0,0,0,39.8,15,10.26
Jonathan Taylor,Colts,Giants,2024,17,Away,68,88,32,125,3.9,2,4,2,11,5.5,0,26.6,16,10.17
Jonathan Taylor,Colts,Jaguars,2024,18,Home,56,72,34,177,5.2,1,2,1,3,3,0,24.5,25,12
Jonathan Taylor,Colts,Dolphins,2025,1,Home,52,71,18,71,3.9,0,3,3,27,9,0,11.3,,
Jonathan Taylor,Colts,Broncos,2025,2,Home,66,93,25,165,6.6,0,2,2,50,25,1,28.5,9,7.4
Jonathan Taylor,Colts,Titans,2025,3,Away,45,79,17,102,6,3,4,3,16,5.3,0,31.3,16,10.15
Jonathan Taylor,Colts,Rams,2025,4,Away,53,87,17,76,4.5,0,5,5,20,4,0,12.1,6,7.57
Jonathan Taylor,Colts,Raiders,2025,5,Home,49,74,17,66,3.9,3,4,3,20,6.7,0,30.1,3,7.24
Jonathan Taylor,Colts,Cardinals,2025,6,Home,54,92,21,123,5.9,1,4,4,14,3.5,0,21.7,17,10.5
Jonathan Taylor,Colts,Chargers,2025,7,Away,52,87,16,94,5.9,3,3,3,38,12.7,0,32.7,11,8.92
Jonathan Taylor,Colts,Titans,2025,8,Home,40,75,12,153,12.8,2,2,2,21,10.5,1,36.4,26,14.39
Jonathan Taylor,Colts,Steelers,2025,9,Away,62,79,14,45,3.2,0,2,2,12,6,0,6.7,7,7.95
Jonathan Taylor,Colts,Falcons,2025,10,Home,70,91,32,244,7.6,3,3,3,42,14,0,48.1,7,8.06
Jonathan Taylor,Colts,Chiefs,2025,12,Away,46,90,16,58,3.6,0,3,2,8,4,0,7.6,11,8.99
Jordan Mason,49ers,Jets,2024,1,Home,58,81,28,147,5.3,1,1,1,5,5,0,21.7,,
Jordan Mason,49ers,Vikings,2024,2,Away,57,81,20,100,5,1,1,1,4,4,0,16.9,6,7.2
Jordan Mason,49ers,Rams,2024,3,Away,53,75,19,77,4.1,0,2,2,11,5.5,0,9.8,25,13.08
Jordan Mason,49ers,Patriots,2024,4,Home,47,75,24,123,5.1,1,3,2,37,18.5,0,23,20,11.38
Jordan Mason,49ers,Cardinals,2024,5,Home,41,64,14,89,6.4,0,1,1,9,9,0,8.3,27,16.62
Jordan Mason,49ers,Seahawks,2024,6,Away,18,28,9,73,8.1,0,2,1,9,9,0,8.7,14,10.01
Jordan Mason,49ers,Chiefs,2024,7,Home,54,86,14,58,4.1,0,2,2,11,5.5,0,7.9,7,7.96
Jordan Mason,49ers,Cowboys,2024,8,Home,11,16,6,18,3,0,0,0,0,0,0,1.8,28,12.46
