Player_Name,Team,Opponent,Year,Week,Home_Away,Snap_Count,Snap_Share_Pct,Rush_ATT,Rush_YDS,Rush_Y_per_Att,Rush_TD,Rec_TGT,Rec_REC,Rec_YDS,Rec_Y_per_Rec,Rec_TD,Fantasy_Pts_HalfPPR,RB_Def_Rank,Avg_Fantasy_Pts_Allowed_RB
D'Andre Swift,Bears,Jaguars,2024,6,Home,45,68,17,91,5.4,1,4,4,28,7,0,19.9,13,9.85
D'Andre Swift,Bears,Commanders,2024,8,Away,46,73,18,129,7.2,1,0,0,0,0,0,18.9,19,10.48
D'Andre Swift,Bears,Cardinals,2024,9,Away,46,62,16,51,3.2,0,6,6,31,5.2,0,11.2,25,11.98
D'Andre Swift,Bears,Patriots,2024,10,Home,40,67,16,59,3.7,0,1,1,6,6,0,7,22,12.02
D'Andre Swift,Bears,Packers,2024,11,Home,41,57,14,71,5.1,1,2,2,13,6.5,0,15.4,19,11.19
D'Andre Swift,Bears,Vikings,2024,12,Home,42,55,13,30,2.3,0,4,3,35,11.7,0,8,4,8.12
D'Andre Swift,Bears,Lions,2024,13,Away,46,69,11,39,3.5,0,3,2,35,17.5,0,8.4,5,8.49
D'Andre Swift,Bears,49ers,2024,14,Away,42,79,14,38,2.7,0,2,1,2,2,0,4.5,21,12.25
D'Andre Swift,Bears,Vikings,2024,15,Away,46,69,19,79,4.2,0,1,1,10,10,0,9.4,4,8.38
D'Andre Swift,Bears,Lions,2024,16,Home,47,73,9,20,2.2,0,3,3,33,11,0,6.8,11,9.51
D'Andre Swift,Bears,Seahawks,2024,17,Home,40,66,12,53,4.4,0,5,4,28,7,0,10.1,18,10.59
D'Andre Swift,Bears,Packers,2024,18,Away,49,79,20,65,3.3,1,2,0,0,0,0,12.5,17,10.41
D'Andre Swift,Bears,Vikings,2025,1,Home,54,81,17,53,3.1,0,5,3,12,4,0,8,,
D'Andre Swift,Bears,Lions,2025,2,Away,39,57,12,63,5.3,1,3,3,6,2,0,12.4,26,13.5
D'Andre Swift,Bears,Cowboys,2025,3,Home,36,61,13,33,2.5,0,4,3,45,15,0,9.3,26,12.13
D'Andre Swift,Bears,Raiders,2025,4,Away,45,66,14,38,2.7,1,6,4,22,5.5,0,14,4,7.02
D'Andre Swift,Bears,Commanders,2025,6,Away,36,56,14,108,7.7,0,3,2,67,33.5,1,24.5,22,12.07
D'Andre Swift,Bears,Saints,2025,7,Home,37,54,19,124,6.5,1,1,1,14,14,0,20.3,15,9.6
D'Andre Swift,Bears,Ravens,2025,8,Away,31,49,11,45,4.1,1,2,2,26,13,0,14.1,19,11.93
D'Andre Swift,Bears,Giants,2025,10,Home,42,62,13,80,6.2,0,8,5,18,3.6,0,12.3,28,12.93
D'Andre Swift,Bears,Vikings,2025,11,Away,43,57,21,90,4.3,0,1,0,0,0,0,9,15,9.84
D'Andre Swift,Bears,Steelers,2025,12,Home,29,45,8,15,1.9,0,1,1,14,14,0,1.4,9,8.83
D'Ernest Johnson,Jaguars,Colts,2023,1,Away,1,1,1,-4,-4,0,0,0,0,0,0,-0.4,,
D'Ernest Johnson,Jaguars,Chiefs,2023,2,Home,6,9,1,8,8,0,1,1,9,9,0,2.2,22,10.2
D'Ernest Johnson,Jaguars,Texans,2023,3,Home,12,16,3,6,2,0,2,2,6,3,0,2.2,20,10.53
D'Ernest Johnson,Jaguars,Falcons,2023,4,Home,1,2,1,-2,-2,0,0,0,0,0,0,-0.2,13,8.3
D'Ernest Johnson,Jaguars,Bills,2023,5,Away,1,1,0,0,0,0,0,0,0,0,0,0,19,9.9
D'Ernest Johnson,Jaguars,Colts,2023,6,Home,2,3,1,19,19,0,0,0,0,0,0,1.9,18,9.34
D'Ernest Johnson,Jaguars,Steelers,2023,8,Away,3,4,2,8,4,0,0,0,0,0,0,0.8,21,10.1
D'Ernest Johnson,Jaguars,49ers,2023,10,Home,12,21,3,12,4,0,2,2,28,14,0,5,16,9.57
D'Ernest Johnson,Jaguars,Titans,2023,11,Home,17,24,7,20,2.9,0,1,1,34,34,0,5.9,20,10.62
D'Ernest Johnson,Jaguars,Texans,2023,12,Away,30,40,7,19,2.7,0,2,1,42,42,0,6.6,19,10.29
D'Ernest Johnson,Jaguars,Bengals,2023,13,Home,25,36,5,4,0.8,0,1,1,5,5,0,1.4,16,9.6
D'Ernest Johnson,Jaguars,Browns,2023,14,Away,20,26,3,12,4,0,3,2,16,8,0,3.8,3,7.44
D'Ernest Johnson,Jaguars,Ravens,2023,15,Home,18,29,2,5,2.5,0,0,0,0,0,0,0.5,18,9.71
D'Ernest Johnson,Jaguars,Buccaneers,2023,16,Away,17,26,1,2,2,0,0,0,0,0,0,0.2,6,7.96
D'Ernest Johnson,Jaguars,Panthers,2023,17,Home,12,19,3,0,0,0,0,0,0,0,0,0,27,11.35
D'Ernest Johnson,Jaguars,Titans,2023,18,Away,15,21,1,-1,-1,0,0,0,0,0,0,-0.1,18,10.08
D'Ernest Johnson,Jaguars,Browns,2024,2,Home,17,28,5,26,5.2,0,0,0,0,0,0,2.6,5,6.13
D'Ernest Johnson,Jaguars,Bills,2024,3,Away,12,17,2,12,6,0,1,0,0,0,0,1.2,27,14.67
D'Ernest Johnson,Jaguars,Texans,2024,4,Away,12,21,2,0,0,0,0,0,0,0,0,0,10,8.44
D'Ernest Johnson,Jaguars,Colts,2024,5,Home,13,22,1,1,1,0,3,2,9,4.5,0,2,19,12.12
D'Ernest Johnson,Jaguars,Bears,2024,6,Away,35,56,6,28,4.7,0,2,2,16,8,0,5.4,22,12.01
D'Ernest Johnson,Jaguars,Patriots,2024,7,Home,21,34,9,38,4.2,0,4,3,32,10.7,0,8.5,22,11.42
D'Ernest Johnson,Jaguars,Packers,2024,8,Home,19,33,1,3,3,0,2,1,20,20,0,2.8,26,11.84
D'Ernest Johnson,Jaguars,Eagles,2024,9,Away,13,24,2,6,3,0,1,0,0,0,0,0.6,4,8.79
D'Ernest Johnson,Jaguars,Lions,2024,11,Away,13,27,2,3,1.5,0,0,0,0,0,0,0.3,10,9.7
D'Ernest Johnson,Jaguars,Raiders,2024,16,Away,13,19,0,0,0,0,2,1,8,8,0,1.3,16,10.3
D'Ernest Johnson,Jaguars,Titans,2024,17,Home,7,12,0,0,0,0,2,2,11,5.5,0,2.1,21,11.4
D'Ernest Johnson,Jaguars,Colts,2024,18,Away,13,19,2,26,13,0,2,1,0,0,0,3.1,27,12.29
D'Onta Foreman,Bears,Packers,2023,1,Home,21,28,5,16,3.2,0,3,2,8,4,0,3.4,,
D'Onta Foreman,Bears,Vikings,2023,6,Home,40,61,15,65,4.3,0,1,1,2,2,0,7.2,13,8.73
D'Onta Foreman,Bears,Raiders,2023,7,Home,33,46,16,89,5.6,2,5,3,31,10.3,1,31.5,16,9.58
D'Onta Foreman,Bears,Chargers,2023,8,Away,21,32,9,34,3.8,0,2,1,2,2,0,4.1,22,10.29
D'Onta Foreman,Bears,Saints,2023,9,Away,40,59,20,83,4.2,0,0,0,0,0,0,8.3,6,7.58
D'Onta Foreman,Bears,Panthers,2023,10,Home,38,53,21,80,3.8,1,2,2,12,6,0,16.2,26,13.92
D'Onta Foreman,Bears,Lions,2023,11,Away,18,24,6,14,2.3,1,0,0,0,0,0,7.4,6,7.26
D'Onta Foreman,Bears,Lions,2023,14,Home,39,55,11,50,4.5,0,3,2,22,11,0,8.2,2,7.44
D'Onta Foreman,Bears,Browns,2023,15,Away,19,26,6,-6,-1,0,0,0,0,0,0,-0.6,4,7.6
D'Onta Foreman,Browns,Jaguars,2024,2,Away,27,38,14,42,3,0,1,1,9,9,0,5.6,7,7.73
D'Onta Foreman,Browns,Giants,2024,3,Home,11,16,2,5,2.5,0,0,0,0,0,0,0.5,14,9.56
D'Onta Foreman,Browns,Raiders,2024,4,Away,13,22,4,2,0.5,0,1,1,5,5,0,1.2,21,11.49
D'Onta Foreman,Browns,Commanders,2024,5,Away,21,34,9,44,4.9,0,1,1,16,16,0,6.5,24,14.44
D'Onta Foreman,Browns,Eagles,2024,6,Away,20,35,10,31,3.1,0,2,2,16,8,0,5.7,16,10.2
D'Onta Foreman,Browns,Bengals,2024,7,Home,11,13,2,5,2.5,0,0,0,0,0,0,0.5,24,12.1
D'Onta Foreman,Browns,Ravens,2024,8,Home,13,19,5,26,5.2,0,0,0,0,0,0,2.6,15,10.02
D'Onta Foreman,Browns,Bengals,2024,16,Away,2,3,2,1,0.5,0,0,0,0,0,0,-1.9,21,10.88
D'Onta Foreman,Browns,Dolphins,2024,17,Home,37,47,13,49,3.8,0,2,0,0,0,0,4.9,12,9.78
D'Onta Foreman,Browns,Ravens,2024,18,Away,39,66,10,27,2.7,0,1,1,8,8,0,4,9,9.04
Dalvin Cook,Jets,Bills,2023,1,Home,27,50,13,33,2.5,0,3,3,26,8.7,0,7.4,,
Dalvin Cook,Jets,Cowboys,2023,2,Away,17,36,4,7,1.8,0,1,1,5,5,0,-0.3,12,7.8
Dalvin Cook,Jets,Patriots,2023,3,Home,16,25,8,18,2.3,0,3,3,11,3.7,0,4.4,16,8.85
Dalvin Cook,Jets,Chiefs,2023,4,Home,15,25,5,16,3.2,0,1,1,2,2,0,2.3,7,6.8
Dalvin Cook,Jets,Broncos,2023,5,Away,11,17,6,23,3.8,0,0,0,0,0,0,2.3,28,24.53
Dalvin Cook,Jets,Eagles,2023,6,Home,9,14,3,12,4,0,1,1,2,2,0,1.9,6,6.43
Dalvin Cook,Jets,Giants,2023,8,Away,8,13,2,5,2.5,0,0,0,0,0,0,0.5,27,11.17
Dalvin Cook,Jets,Chargers,2023,9,Home,7,9,2,7,3.5,0,2,1,1,1,0,1.3,14,9.53
Dalvin Cook,Jets,Raiders,2023,10,Away,10,15,4,26,6.5,0,1,0,0,0,0,2.6,23,11.54
Dalvin Cook,Jets,Bills,2023,11,Away,14,25,2,13,6.5,0,1,0,0,0,0,1.3,25,12.17
Dalvin Cook,Jets,Dolphins,2023,12,Home,19,33,1,2,2,0,3,2,19,9.5,0,3.1,11,8.43
Dalvin Cook,Jets,Falcons,2023,13,Home,18,26,9,35,3.9,0,2,1,11,11,0,3.1,10,8.29
Dalvin Cook,Jets,Texans,2023,14,Home,16,24,7,13,1.9,0,1,1,-5,-5,0,1.3,22,10.01
Dalvin Cook,Jets,Dolphins,2023,15,Away,10,17,1,4,4,0,1,1,6,6,0,1.5,13,8.85
Dameon Pierce,Texans,Ravens,2023,1,Away,36,47,11,38,3.5,0,3,2,9,4.5,0,5.7,,
Dameon Pierce,Texans,Colts,2023,2,Home,38,45,15,31,2.1,0,3,2,4,2,0,4.5,28,18.9
Dameon Pierce,Texans,Jaguars,2023,3,Away,30,54,14,31,2.2,1,3,3,28,9.3,0,13.4,5,5.6
Dameon Pierce,Texans,Steelers,2023,4,Home,42,59,24,81,3.4,0,2,1,27,27,0,11.3,28,14.12
Dameon Pierce,Texans,Falcons,2023,5,Away,34,59,20,66,3.3,0,1,1,16,16,0,8.7,8,8.38
Dameon Pierce,Texans,Saints,2023,6,Home,21,33,13,34,2.6,0,0,0,0,0,0,3.4,4,5.99
Dameon Pierce,Texans,Panthers,2023,8,Away,25,43,12,46,3.8,0,0,0,0,0,0,4.6,30,15.42
Dameon Pierce,Texans,Jaguars,2023,12,Home,11,18,5,14,2.8,0,1,1,4,4,0,2.3,10,8.34
Dameon Pierce,Texans,Broncos,2023,13,Home,26,38,15,41,2.7,1,0,0,0,0,0,10.1,24,13.09
Dameon Pierce,Texans,Jets,2023,14,Away,8,14,4,9,2.3,0,1,1,-2,-2,0,1.2,21,10
Dameon Pierce,Texans,Titans,2023,15,Away,4,5,1,3,3,0,0,0,0,0,0,0.3,22,10.32
Dameon Pierce,Texans,Browns,2023,16,Home,11,15,3,6,2,0,2,1,10,10,0,8.1,2,7.31
Dameon Pierce,Texans,Titans,2023,17,Home,12,20,8,16,2,0,1,1,5,5,0,2.6,22,10.07
Dameon Pierce,Texans,Colts,2024,1,Away,9,11,3,16,5.3,0,0,0,0,0,0,1.6,,
Dameon Pierce,Texans,Patriots,2024,6,Away,18,27,8,76,9.5,1,1,1,1,1,0,14.2,17,10.73
Dameon Pierce,Texans,Packers,2024,7,Away,7,11,2,2,1,0,0,0,0,0,0,0.2,19,10.48
Dameon Pierce,Texans,Colts,2024,8,Home,4,6,1,4,4,0,0,0,0,0,0,0.4,21,11.34
Dameon Pierce,Texans,Cowboys,2024,11,Away,4,6,1,2,2,0,0,0,0,0,0,0.2,22,11.44
Dameon Pierce,Texans,Jaguars,2024,13,Away,7,11,0,0,0,0,1,1,1,1,0,0.6,26,12.11
Dameon Pierce,Texans,Dolphins,2024,15,Home,7,14,0,0,0,0,0,0,0,0,0,0,18,10.44
Dameon Pierce,Texans,Chiefs,2024,16,Away,4,7,1,4,4,0,0,0,0,0,0,0.4,1,7.34
Dameon Pierce,Texans,Ravens,2024,17,Home,14,25,5,13,2.6,0,0,0,0,0,0,1.3,13,9.92
Dameon Pierce,Texans,Titans,2024,18,Away,37,62,19,176,9.3,1,2,0,0,0,0,23.6,20,10.99
Damien Harris,Bills,Jets,2023,1,Away,9,13,1,3,3,0,2,2,16,8,0,2.9,,
Damien Harris,Bills,Raiders,2023,2,Home,14,18,7,33,4.7,1,0,0,0,0,0,9.3,17,8.75
Damien Harris,Bills,Commanders,2023,3,Away,9,13,5,15,3,0,0,0,0,0,0,1.5,7,6.73
Damien Harris,Bills,Dolphins,2023,4,Home,16,28,6,29,4.8,0,0,0,0,0,0,2.9,20,10.29
Damien Harris,Bills,Jaguars,2023,5,Home,11,18,3,13,4.3,0,0,0,0,0,0,1.3,7,6.86
Damien Harris,Bills,Giants,2023,6,Home,1,2,1,1,1,0,0,0,0,0,0,0.1,24,12.68
Dare Ogunbowale,Texans,Colts,2023,2,Home,16,19,2,4,2,0,0,0,0,0,0,0.4,28,18.9
Dare Ogunbowale,Texans,Cardinals,2023,11,Home,1,1,0,0,0,0,0,0,0,0,0,0,26,13.11
Dare Ogunbowale,Texans,Broncos,2023,13,Home,11,16,1,1,1,0,1,1,14,14,0,2,24,13.09
Dare Ogunbowale,Texans,Jets,2023,14,Away,16,29,2,7,3.5,0,2,1,4,4,0,1.6,21,10
Dare Ogunbowale,Texans,Titans,2023,15,Away,15,19,1,17,17,0,1,0,0,0,0,1.7,22,10.32
Dare Ogunbowale,Texans,Browns,2023,16,Home,31,41,1,6,6,0,3,0,0,0,0,0.6,2,7.31
Dare Ogunbowale,Texans,Titans,2023,17,Home,11,18,1,0,0,0,0,0,0,0,0,0,22,10.07
Dare Ogunbowale,Texans,Colts,2023,18,Away,7,13,0,0,0,0,0,0,0,0,0,0,26,11.57
Dare Ogunbowale,Texans,Colts,2024,1,Away,13,16,0,0,0,0,1,1,3,3,0,0.8,,
Dare Ogunbowale,Texans,Bears,2024,2,Home,20,32,2,3,1.5,0,2,2,20,10,0,3.3,15,11.05
Dare Ogunbowale,Texans,Vikings,2024,3,Away,28,42,0,0,0,0,2,2,28,14,0,3.8,13,9.17
Dare Ogunbowale,Texans,Jaguars,2024,4,Home,29,39,2,7,3.5,0,4,4,47,11.8,1,13.4,12,9.21
Dare Ogunbowale,Texans,Bills,2024,5,Home,46,68,15,30,2,0,7,6,57,9.5,0,11.7,26,16.21
Dare Ogunbowale,Texans,Patriots,2024,6,Away,18,27,2,8,4,0,0,0,0,0,0,0.8,17,10.73
Dare Ogunbowale,Texans,Packers,2024,7,Away,15,23,1,6,6,0,1,0,0,0,0,0.6,19,10.48
Dare Ogunbowale,Texans,Colts,2024,8,Home,13,18,1,4,4,0,1,0,0,0,0,0.4,21,11.34
Dare Ogunbowale,Texans,Jets,2024,9,Away,29,37,1,-1,-1,0,3,0,0,0,0,-0.1,5,8.86
Dare Ogunbowale,Texans,Lions,2024,10,Home,15,22,1,11,11,0,0,0,0,0,0,1.1,8,9.22
Dare Ogunbowale,Texans,Cowboys,2024,11,Away,8,13,0,0,0,0,1,1,11,11,0,1.6,22,11.44
Dare Ogunbowale,Texans,Titans,2024,12,Home,13,23,0,0,0,0,0,0,0,0,0,0,9,9.28
Dare Ogunbowale,Texans,Jaguars,2024,13,Away,9,14,0,0,0,0,0,0,0,0,0,0,26,12.11
Dare Ogunbowale,Texans,Dolphins,2024,15,Home,11,22,1,35,35,0,0,0,0,0,0,3.5,18,10.44
Dare Ogunbowale,Texans,Chiefs,2024,16,Away,16,27,0,0,0,0,2,0,0,0,0,0,1,7.34
Dare Ogunbowale,Texans,Ravens,2024,17,Home,15,27,2,12,6,0,1,1,6,6,0,2.3,13,9.92
Dare Ogunbowale,Texans,Titans,2024,18,Away,12,20,2,-3,-1.5,0,3,2,26,13,0,3.3,20,10.99
Darrell Henderson Jr.,Rams,Steelers,2023,7,Home,39,57,18,61,3.4,1,2,1,5,5,0,13.1,18,10.16
Darrell Henderson Jr.,Rams,Cowboys,2023,8,Away,29,47,12,31,2.6,0,3,3,54,18,0,10,1,6.03
Darrell Henderson Jr.,Rams,Packers,2023,9,Away,34,59,10,19,1.9,0,2,2,16,8,0,4.5,16,10.12
Darrell Henderson Jr.,Rams,Seahawks,2023,11,Home,24,36,6,1,0.2,1,7,4,28,7,0,10.9,13,9.27
Darrynton Evans,Bears,Vikings,2023,6,Home,24,36,9,32,3.6,0,1,1,2,2,0,3.9,13,8.73
Darrynton Evans,Bears,Raiders,2023,7,Home,34,48,14,48,3.4,0,3,1,6,6,0,5.9,16,9.58
Darrynton Evans,Bears,Chargers,2023,8,Away,18,27,4,18,4.5,1,4,3,22,7.3,0,11.5,22,10.29
Darrynton Evans,Bears,Saints,2023,9,Away,6,9,1,2,2,0,2,2,19,9.5,0,3.1,6,7.58
Darrynton Evans,Bears,Panthers,2023,10,Away,6,8,2,5,2.5,0,2,0,0,0,0,0.5,26,13.92
Darrynton Evans,Dolphins,Jets,2023,12,Away,5,7,2,16,8,0,0,0,0,0,0,1.6,23,10.49
David Montgomery,Lions,Chiefs,2023,1,Away,55,79,21,74,3.5,1,0,0,0,0,0,13.4,,
David Montgomery,Lions,Seahawks,2023,2,Home,30,45,16,67,4.2,1,1,1,7,7,0,11.9,26,13.15
David Montgomery,Lions,Packers,2023,4,Away,53,71,32,121,3.8,3,2,2,20,10,0,33.1,15,8.99
David Montgomery,Lions,Panthers,2023,5,Home,45,75,19,109,5.7,1,6,2,20,10,0,19.9,26,15.16
David Montgomery,Lions,Buccaneers,2023,6,Away,18,26,6,14,2.3,0,1,1,19,19,0,3.8,12,8.51
David Montgomery,Lions,Chargers,2023,10,Away,25,38,12,116,9.7,1,0,0,0,0,0,17.6,12,9.18
David Montgomery,Lions,Bears,2023,11,Home,25,40,12,76,6.3,1,2,2,22,11,0,16.8,14,9.6
David Montgomery,Lions,Packers,2023,12,Home,23,27,15,71,4.7,1,1,0,0,0,0,15.1,16,9.59
David Montgomery,Lions,Saints,2023,13,Away,36,62,18,56,3.1,1,2,1,-1,-1,0,12,7,7.93
David Montgomery,Lions,Bears,2023,14,Away,23,35,10,66,6.6,0,3,3,19,6.3,0,10,19,9.86
David Montgomery,Lions,Broncos,2023,15,Home,34,52,17,85,5,0,3,2,-3,-1.5,0,9.2,30,12.83
David Montgomery,Lions,Vikings,2023,16,Away,31,39,17,55,3.2,1,2,2,14,7,0,13.9,12,8.48
David Montgomery,Lions,Cowboys,2023,17,Away,27,39,14,65,4.6,1,1,0,0,0,0,12.5,5,7.82
David Montgomery,Lions,Vikings,2023,18,Home,28,49,10,40,4,1,0,0,0,0,0,10,14,9.19
David Montgomery,Lions,Rams,2024,1,Home,30,49,17,91,5.4,1,1,1,2,2,0,15.8,,
David Montgomery,Lions,Buccaneers,2024,2,Home,30,35,11,35,3.2,1,4,4,35,8.8,0,15,19,12.3
David Montgomery,Lions,Cardinals,2024,3,Away,35,51,23,105,4.6,1,3,3,17,5.7,0,19.7,23,12.5
David Montgomery,Lions,Seahawks,2024,4,Home,21,40,12,40,3.3,1,1,1,40,40,0,14.5,3,6.46
David Montgomery,Lions,Cowboys,2024,6,Away,21,31,12,80,6.7,2,1,1,0,0,0,20.5,21,11.78
David Montgomery,Lions,Vikings,2024,7,Away,22,39,9,31,3.4,0,4,3,39,13,0,6.5,2,6.86
David Montgomery,Lions,Titans,2024,8,Home,23,48,9,33,3.7,1,1,1,5,5,0,14.4,5,8.5
David Montgomery,Lions,Packers,2024,9,Away,32,56,17,73,4.3,0,3,3,23,7.7,0,11.1,18,10.97
David Montgomery,Lions,Texans,2024,10,Away,26,40,12,32,2.7,1,2,1,24,24,0,12.1,6,9.16
David Montgomery,Lions,Jaguars,2024,11,Home,31,39,15,75,5,2,3,3,20,6.7,0,23,18,11.13
David Montgomery,Lions,Colts,2024,12,Away,21,29,8,37,4.6,1,3,3,36,12,0,14.8,26,12.72
David Montgomery,Lions,Bears,2024,13,Home,38,54,21,88,4.2,0,3,3,36,12,0,13.9,19,10.68
David Montgomery,Lions,Packers,2024,14,Home,36,45,14,51,3.6,1,5,5,33,6.6,0,16.9,16,10.27
David Montgomery,Lions,Bills,2024,15,Home,24,30,5,4,0.8,0,4,4,31,7.8,0,5.5,28,12.55
David Montgomery,Lions,Packers,2025,1,Away,25,37,11,25,2.3,0,4,4,18,4.5,0,6.3,,
David Montgomery,Lions,Bears,2025,2,Home,23,39,11,57,5.2,1,1,1,4,4,0,12.6,18,11.1
David Montgomery,Lions,Ravens,2025,3,Away,25,37,12,151,12.6,2,1,1,13,13,0,28.9,13,9.4
David Montgomery,Lions,Browns,2025,4,Home,20,33,9,12,1.3,0,1,0,0,0,0,1.2,1,5.98
David Montgomery,Lions,Bengals,2025,5,Away,33,53,18,65,3.6,1,1,1,6,6,0,17.7,23,12.81
David Montgomery,Lions,Chiefs,2025,6,Away,17,31,4,24,6,0,2,2,37,18.5,0,7.1,29,14.15
David Montgomery,Lions,Buccaneers,2025,7,Home,30,44,13,21,1.6,0,3,2,18,9,0,4.9,14,9.52
David Montgomery,Lions,Vikings,2025,9,Home,24,38,11,40,3.6,1,4,2,10,5,0,10,20,11.53
David Montgomery,Lions,Commanders,2025,10,Away,38,54,15,71,4.7,0,1,1,0,0,0,9.6,25,11.91
David Montgomery,Lions,Eagles,2025,11,Away,23,39,6,27,4.5,0,1,1,10,10,0,4.2,24,12.1
David Montgomery,Lions,Giants,2025,12,Home,23,34,5,18,3.6,0,3,3,19,6.3,0,5.2,25,12.68
De'Von Achane,Dolphins,Patriots,2023,2,Away,6,10,1,5,5,0,1,1,4,4,0,1.4,5,5.1
De'Von Achane,Dolphins,Broncos,2023,3,Home,30,41,18,203,11.3,2,4,4,30,7.5,2,49.3,29,18
De'Von Achane,Dolphins,Bills,2023,4,Away,39,60,8,101,12.6,2,5,3,19,6.3,0,25.5,16,9.25
De'Von Achane,Dolphins,Giants,2023,5,Home,26,48,11,151,13.7,1,1,1,14,14,0,21,24,13.05
De'Von Achane,Dolphins,Raiders,2023,11,Home,3,4,1,1,1,0,1,1,4,4,0,1,23,11.39
De'Von Achane,Dolphins,Commanders,2023,13,Away,37,61,17,73,4.3,2,4,3,30,10,0,23.8,,
De'Von Achane,Dolphins,Titans,2023,14,Home,33,46,7,47,6.7,0,9,5,24,4.8,0,9.6,23,10.15
De'Von Achane,Dolphins,Jets,2023,15,Home,24,39,9,32,3.6,0,3,3,30,10,0,7.7,19,9.76
De'Von Achane,Dolphins,Cowboys,2023,16,Home,36,55,7,24,3.4,0,3,1,7,7,0,3.6,7,8.07
De'Von Achane,Dolphins,Ravens,2023,17,Away,33,48,14,107,7.6,0,5,4,30,7.5,1,21.7,16,9.39
De'Von Achane,Dolphins,Bills,2023,18,Home,33,63,10,56,5.6,1,1,1,5,5,0,12.6,21,10.33
De'Von Achane,Dolphins,Jaguars,2024,1,Home,37,52,10,24,2.4,1,7,7,76,10.9,0,19.5,,
De'Von Achane,Dolphins,Bills,2024,2,Home,47,62,22,96,4.4,0,7,7,69,9.9,1,26,29,17.8
De'Von Achane,Dolphins,Seahawks,2024,3,Away,45,74,11,30,2.7,0,5,3,28,9.3,0,7.3,6,7.37
De'Von Achane,Dolphins,Titans,2024,4,Home,44,73,10,15,1.5,0,3,3,14,4.7,0,4.4,25,13.06
De'Von Achane,Dolphins,Patriots,2024,5,Away,11,14,3,18,6,0,1,1,-1,-1,0,2.2,16,11.66
De'Von Achane,Dolphins,Colts,2024,7,Away,40,58,15,77,5.1,0,3,2,8,4,0,9.5,27,13.91
De'Von Achane,Dolphins,Cardinals,2024,8,Home,38,58,10,97,9.7,0,8,6,50,8.3,1,23.7,22,11.4
De'Von Achane,Dolphins,Bills,2024,9,Away,42,69,12,63,5.3,1,8,8,58,7.3,1,28.1,30,13.86
De'Von Achane,Dolphins,Rams,2024,10,Away,37,70,12,37,3.1,0,5,5,15,3,0,7.7,18,11.18
De'Von Achane,Dolphins,Raiders,2024,11,Home,42,62,17,73,4.3,1,4,4,32,8,0,18.5,25,11.99
De'Von Achane,Dolphins,Patriots,2024,12,Home,36,53,10,32,3.2,0,4,3,24,8,2,19.1,18,11.07
De'Von Achane,Dolphins,Packers,2024,13,Away,49,69,7,14,2,0,9,8,56,7,1,17,17,10.63
De'Von Achane,Dolphins,Jets,2024,14,Home,60,83,14,24,1.7,1,7,6,45,7.5,0,15.9,7,9.2
De'Von Achane,Dolphins,Texans,2024,15,Away,45,66,12,41,3.4,0,7,7,35,5,0,11.1,8,9.15
De'Von Achane,Dolphins,49ers,2024,16,Home,50,75,17,120,7.1,1,7,6,70,11.7,0,28,27,11.91
De'Von Achane,Dolphins,Browns,2024,17,Away,32,53,10,25,2.5,0,2,2,13,6.5,0,4.8,5,8.39
De'Von Achane,Dolphins,Jets,2024,18,Away,49,70,11,121,11,1,0,0,0,0,0,18.1,13,9.54
De'Von Achane,Dolphins,Colts,2025,1,Away,35,73,7,55,7.9,0,4,3,20,6.7,1,15,,
De'Von Achane,Dolphins,Patriots,2025,2,Home,53,93,11,30,2.7,0,10,8,92,11.5,1,22.2,17,11
De'Von Achane,Dolphins,Bills,2025,3,Away,47,77,12,62,5.2,0,9,7,29,4.1,0,12.6,20,10.97
De'Von Achane,Dolphins,Jets,2025,4,Home,44,76,20,99,5,1,2,1,2,2,0,16.6,10,8.16
De'Von Achane,Dolphins,Panthers,2025,5,Away,48,87,10,16,1.6,0,7,6,30,5,1,13.6,15,10.66
De'Von Achane,Dolphins,Chargers,2025,6,Home,53,90,16,128,8,2,6,4,22,5.5,0,29,4,7.5
De'Von Achane,Dolphins,Browns,2025,7,Away,32,55,13,82,6.3,0,5,3,16,5.3,0,11.3,2,7.28
De'Von Achane,Dolphins,Falcons,2025,8,Away,46,67,18,67,3.7,0,7,5,24,4.8,1,17.6,3,7.37
De'Von Achane,Dolphins,Ravens,2025,9,Home,58,91,14,67,4.8,0,10,6,39,6.5,0,13.6,19,11.41
De'Von Achane,Dolphins,Bills,2025,10,Home,47,89,22,174,7.9,2,6,6,51,8.5,0,37.5,20,10.95
De'Von Achane,Dolphins,Commanders,2025,11,Home,45,80,21,120,5.7,0,5,5,45,9,0,19,28,13.41
Derrick Henry,Titans,Saints,2023,1,Away,30,48,15,63,4.2,0,3,2,56,28,0,12.9,,
Derrick Henry,Titans,Chargers,2023,2,Home,46,71,25,80,3.2,1,4,3,15,5,0,17,7,5.83
Derrick Henry,Titans,Browns,2023,3,Away,18,38,11,20,1.8,0,0,0,0,0,0,2,11,8.07
Derrick Henry,Titans,Bengals,2023,4,Home,39,59,22,122,5.5,1,1,1,11,11,0,23.9,2,5.62
Derrick Henry,Titans,Colts,2023,5,Away,37,62,13,43,3.3,0,3,3,19,6.3,0,7.7,11,8.85
Derrick Henry,Titans,Ravens,2023,6,Home,29,53,12,97,8.1,1,2,2,16,8,0,18.3,17,8.99
